,Molecule SMILE,Molecule keywords
282,CCCCCCCCOc1ccc(cc1)N1c2ccccc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N,phenothiazine
283,N#C/C(=C\c1ccc(cc1OCCCCOc1cc(ccc1/C=C\1/SC(=S)N(C1=O)CC(=O)O)N(CC)CC)N(CC)CC)/C(=O)O,diethylamino
284,CCCCC[C@@H](N1c2ccc(cc2Oc2c1ccc(c2)N(c1ccccc1)c1ccccc1)c1ccc(s1)/C=C(\C(=O)O)/C#N)CC,phenoxazine
285,CCCCC[C@@H](N1c2ccc(cc2Oc2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N1c2ccccc2Oc2c1cccc2)CC,phenoxazine
286,N#C/C(=C\c1ccc2c(c1)c1ccccc1n2CCCCCCc1ccc(c(c1)Nc1ccccc1)/C=C(/C(=O)O)\C#N)/C(=O)O,phenothiazine
287,CCCCN1c2ccc(cc2Sc2c1cc(SC)cc2)/C=C(/C(=O)O)\C#N,phenothiazine
288,CCCCN1c2ccc(cc2Sc2c1cc(SC)cc2)/C=C/c1ccc(s1)/C=C(/C(=O)O)\C#N,phenothiazine
289,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccc(cc1)OC)c1ccc(cc1)OC,phenothiazine
290,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,phenothiazine
291,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C=C(c1ccccc1)c1ccccc1,phenothiazine
295,N#C/C(=C\c1ccc2c(c1)Sc1c(N2C)ccc(c1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,phenothiazine
296,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1,phenothiazine
298,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1,phenothiazine
299,N#C/C(=C\c1ccc2c(c1)Sc1c(N2c2ccc(cc2)C(c2ccc(cc2)C)c2ccc(cc2)C)ccc(c1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,phenothiazine
300,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)Sc1c(N2c2ccc(cc2)N(c2ccc(cc2)C)c2ccc(cc2)C)ccc(c1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,phenothiazine
301,N#C/C(=C\c1ccc2c(c1)Sc1c(N2c2ccc(cc2)N(c2ccc(cc2)C)c2ccc(cc2)C)ccc(c1)c1ccc(s1)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1)/C(=O)O,phenothiazine
303,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1cccc2c1cccc2)c1ccccc1,phenothiazine
307,CCCCN1c2ccc(cc2Oc2c1ccc(c2)/C=C(/C(=O)O)\C#N)/C=C(/C(=O)O)\C#N,phenoxazine
308,CCCCCCOc1ccc(cc1)c1ccc2c(c1)Sc1c(N2CC)ccc(c1)/C=C(/C(=O)O)\C#N,phenothiazine
309,CCCCCCOc1ccc(cc1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,phenothiazine
310,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,phenothiazine
311,CCCCCCCCN1[C@H]2CC=C(C=C2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2ccc(c1)c1ccc2c(c1)N(CCCCCCCC)c1c(S2)cc(cc1)/C=C(/C(=O)O)\C#N,phenothiazine
312,CCCCCCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,phenothiazine
313,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)c1ccccc1n2CCCCCC,phenothiazine
314,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)c1ccccc1C2(CCCCCC)CCCCCC,phenothiazine
315,CCCCCCn1c2ccccc2c2c1cc(cc2)N1c2ccccc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N,phenothiazine
316,CCCCCCC1(CCCCCC)c2cc(ccc2c2c1cccc2)N1c2ccccc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N,phenothiazine
318,N#C/C(=C/c1ccc(s1)c1ccc(cc1)N1c2ccccc2Oc2c1cccc2)/C(=O)O,phenoxazine
325,CCCCCCN1c2ccc(cc2Sc2c1cccc2)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,phenothiazine
326,CCCCCCN1c2ccc(cc2Sc2c1cccc2)/C=C(/C(=O)O)\C#N,phenothiazine
327,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C=C(c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2,phenothiazine
328,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C=C(c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2,phenothiazine
329,CCCCCCn1c2ccc(cc2c2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C=C(c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2,phenothiazine
330,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C(=C(c1ccccc1)c1ccccc1)c1ccccc1,phenothiazine
331,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)C=C(c1ccccc1)c1ccccc1,phenothiazine
332,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)/C=C/c1ccccc1,phenothiazine
334,N#C/C(=C\c1ccc2c(c1)Oc1c(N2CCCCCCN2c3ccccc3Oc3c2ccc(c3)/C=C(/C(=O)O)\C#N)cccc1)/C(=O)O,phenothiazine
335,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1)/C=C\c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,phenothiazine
336,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)/C=C/c1ccc(cc1)N(c1ccccc1)c1ccccc1,phenothiazine
337,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc2c(c1)C(CCCCCC)(CCCCCC)c1c2ccc(c1)c1ccc(s1)c1ccc2c(c1)N(CCCCCCCC)c1c(S2)cc(cc1)/C=C(\C(=O)O)/C#N,phenothiazine
341,CCCCCCc1sc(c2c1OCCO2)c1sc(c2c1OCCO2)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,phenothiazine
342,CCCCCCc1sc(c2c1OCCO2)c1ccc(s1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,phenothiazine
343,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,phenothiazine
344,CCCCCCc1sc(c2c1OCCO2)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,phenothiazine
345,CCCCCCc1ccc(s1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,phenothiazine
346,CCCCCCCCOc1ccc(cc1)c1ccc2c(c1)Sc1c(N2c2ccc(cc2)OCCCCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,phenothiazine
347,CCCCCCCCCCCCOc1ccc(cc1)N1c2ccccc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N,phenothiazine
348,CCCCCCCCOc1ccc(cc1)N1c2ccccc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N,phenothiazine
349,COc1ccc(cc1)N1c2ccc(cc2Sc2c1cccc2)/C=C(/C(=O)O)\C#N,phenothiazine
353,N#C/C(=C\c1ccc(o1)c1ccc(cc1)N(c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)/C(=O)O,phenothiazine
354,N#C/C(=C\c1ccc(s1)c1ccc(cc1)N(c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)/C(=O)O,phenothiazine
355,N#C/C(=C\c1ccc(cc1)c1ccc(cc1)N(c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)/C(=O)O,phenothiazine
356,N#C/C(=C\c1ccc(cc1)N(c1ccccc1)CCCCCCN1c2ccccc2Oc2c1ccc(c2)/C=C(/c1ccc(s1)/C=C(/C(=O)O)\C#N)\C#N)/c1ccc(s1)/C=C(/C(=O)O)\C#N,phenoxazine
357,CCN1c2ccc(cc2Sc2c1cccc2)/C=C(/C(=O)O)\C#N,phenothiazine
358,CC(CCOc1ccc(cc1)N1c2ccc(cc2Sc2c1cccc2)/C=C/c1nc2cc(ccc2nc1/C=C/c1ccc2c(c1)Sc1c(N2c2ccc(cc2)OCCC(C)C)cccc1)C(=O)O)C,phenothiazine
364,CCCCN1c2ccc(cc2Sc2c1cccc2)c1sc(c2c1OCCO2)/C=C(/C(=O)O)\C#N,phenothiazine
365,CCCCN1c2ccc(cc2Sc2c1cccc2)c1ccc(s1)/C=C(/C(=O)O)\C#N,phenothiazine
366,CCCCN1c2ccc(cc2Sc2c1cccc2)c1ccc(o1)/C=C(/C(=O)O)\C#N,phenothiazine
369,COCCOCCOCCN1c2ccccc2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N,phenothiazine
370,OCCN1c2ccc(cc2Sc2c1cccc2)/C=C(/C(=O)O)\C#N,phenothiazine
371,N#C/C(=C\c1ccc2c(c1)Sc1c(N2C)cccc1)/C(=O)O,phenothiazine
372,N#C/C(=C\c1ccc(cc1)N1c2ccccc2Sc2c1cccc2)/C(=O)O,phenothiazine
373,OC(=O)CN1C(=S)S/C(=C\c2ccc(cc2)N(c2ccc(cc2)N2c3ccccc3Sc3c2cccc3)c2ccc(cc2)N2c3ccccc3Sc3c2cccc3)/C1=O,"triphenylamine, phenothiazine"
378,CCCCCCN1c2ccc(cc2Oc2c1cccc2)/C=C(/C(=O)O)\C#N,phenothiazine
381,CCCCCCN(c1ccccc1)c1ccc(cc1)/C=C(/c1ccc(s1)/C=C(/C(=O)O)\C#N)\C#N,phenothiazine
382,CCCCCCN1c2ccc(cc2S(=O)(=O)c2c1ccc(c2)c1csc2c1sc(c2)[C@@H](C(=O)O)C#N)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,"phenothiazine, triphenylamine"
384,CCCCCCN1c2ccc(cc2S(=O)(=O)c2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,"phenothiazine, triphenylamine"
385,CCCCCCN1c2ccc(cc2S(=O)(=O)c2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,"phenothiazine, triphenylamine"
386,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)N(c1ccccc1)c1ccccc1)c1ccc(s1)/C=C(\C(=O)O)/C#N,"phenothiazine, triphenylamine"
397,CCCCCCn1c2cc(sc2c2c1c1c(c3c2nsn3)c2c(n1CCCCCC)cc(s2)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc2c(c1)Sc1c(N2CCCCCCC)cccc1,"phenothiazine, dithienopyrrolobenzothiadiazole"
398,CCCCCCn1c2cc(sc2c2c1c1n(CCCCCC)c3c(c1c1c2nsn1)sc(c3)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc2c(c1)Sc1c(N2CCCCCCC)cccc1,"phenothiazine, dithienopyrrolobenzothiadiazole"
399,CCCCCCn1c2cc(sc2c2c1c1c(c3c2nsn3)c2c(n1CCCCCC)cc(s2)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)Sc1c(N2CCCCCCC)cccc1,"phenothiazine, dithienopyrrolobenzothiadiazole"
400,CCCCCCn1c2cc(sc2c2c1c1c(c3c2nsn3)c2c(n1CCCCCC)cc(s2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,"triphenylamine,  dithienopyrrolobenzothiadiazole"
404,CCCCCCCCCCCCC1(CCCCCCCCCCCC)c2cc(sc2c2c1cc(s2)c1ccc2c(c1)Sc1c(N2CCCC)cccc1)/C=C(/C(=O)O)\C#N,phenothiazine
405,N#C/C(=C/c1ccc(s1)/C=C/c1ccc2c(c1)Sc1c(N2)cc(cc1)SC)/C(=O)O,phenothiazine
406,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc2c(c1)Oc1c(N2CCCCCC)ccc(c1)C=C(C(=O)O)C#N,phenoxazine
407,CCCCCCc1ccc(s1)c1ccc(s1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)C=C(C(=O)O)C#N,phenothiazine
408,CCCCCCc1ccc(s1)c1ccc2c(c1)Oc1c(N2CCCCCC)ccc(c1)C=C(C(=O)O)C#N,phenoxazine
409,CCCCCCc1ccc(s1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)C=C(C(=O)O)C#N,phenothiazine
410,CCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(cc1OCCCC)OCCCC)c1ccc(c2c1nsn2)c1ccc(s1)/C=C(/C(=O)O)\C#N,phenothiazine
411,CCCCCCCCn1c(nc2c1c1ccccc1c1c2cccc1)c1ccc(cc1)C1=C(C)C2=C(CCCCC)c3n([B-]([N+]2=C1C)(F)F)c(c(c3C)C=C(C(=O)O)C#N)C,bodipy
412,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)N(c1ccc2c(c1)c1ccccc1n2CCCCCC)c1ccc2c(c1)c1ccccc1n2CCCCCC,phenothiazine
413,N#C/C(=C/c1ccc2c(c1)Sc1c(N2CCCCCCN2c3ccccc3Sc3c2ccc(c3)/C=C(/C(=O)O)\C#N)cccc1)/C(=O)O,phenothiazine
414,N#C/C(=C\c1ccc2c(c1)Sc1c(N2CCCCCOc2ccc(cc2)[C@@](c2ccc(cc2)OCCCCCCN2c3ccccc3Sc3c2ccc(c3)/C=C(\C(=O)O)/C#N)(c2ccc(cc2)OCCCCCCN2c3ccccc3Sc3c2ccc(c3)/C=C(/C(=O)O)\C#N)C)cccc1)/C(=O)O,phenothiazine
415,CCCCCCCCN1c2ccccc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N,phenothiazine
423,CCCCCCOc1c2cc(ccc2c(c2c1ccc(c2)/C=C(/C(=O)O)\C#N)OCCCCCC)N(c1ccc2c(c1)Sc1c(N2CCCCCC)cccc1)c1ccccc1,phenothiazine
424,CCCCCCOc1c2cc(ccc2c(c2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)OCCCCCC)N(c1ccc2c(c1)Sc1c(N2CCCCCC)cccc1)c1ccccc1,phenothiazine
425,CCCCCCOc1c2cc(ccc2c(c2c1cccc2)OCCCCCC)N(c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N)c1ccccc1,phenothiazine
426,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)N(c1ccc2c(c1)c(OCCCCCC)c1c(c2OCCCCCC)cccc1)c1ccccc1,phenothiazine
427,CCCCCCOc1c2cc(ccc2c(c2c1cccc2)OCCCCCC)N(c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(\C(=O)O)/C#N)c1ccccc1,phenothiazine
433,CCCCCCCCn1c(nc2c1c1ccccc1c1c2cccc1)c1ccc(s1)C1=C(C)C2=C(CCCCC)c3n([B-]([N+]2=C1C)(F)F)c(c(c3C)C=C(C(=O)O)C#N)C,bodipy
435,COc1ccc(cc1)N1c2ccc(cc2Oc2c1cccc2)/C=C(/C(=O)O)\C#N,phenoxazine
436,COc1ccc(cc1)N1c2ccc(cc2Oc2c1ccc(c2)/C=C(/C(=O)O)\C#N)/C=C(/C(=O)O)\C#N,phenoxazine
437,CCCCCCCCCCCCN1c2ccc(cc2Oc2c1cccc2)/C=C/c1ccc(s1)/C=c/1\s/c(=C\2/SC(=S)N(C2=O)CCCCCCCC)/n(c1=O)CC(=O)O,phenoxazine
439,CCCCN1c2ccc(cc2Sc2c1ccc(c2)c1nc2c(n1c1ccccc1)cccc2)c1ccc(s1)/C=C(/C(=O)O)\C#N,phenothiazine
441,CCCCN1c2ccc(cc2Sc2c1ccc(c2)c1nc2c(n1c1ccccc1)cccc2)c1ccc(cc1)/C=C(\C(=O)O)/C#N,phenothiazine
442,CCCCN1c2ccc(cc2Sc2c1ccc(c2)c1nc2c(n1c1ccccc1)cccc2)c1ccc(s1)c1ccc(cc1)/C=C(\C(=O)O)/C#N,phenothiazine
445,CCCCN1c2ccc(cc2Sc2c1ccc(c2)c1nc2c(n1c1ccccc1)cccc2)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N,phenothiazine
447,CCCCN1c2ccc(cc2Sc2c1cccc2)c1ccc(s1)c1ccc(s1)/C=C(\C(=O)O)/C#N,phenothiazine
451,CCCCN1c2ccc(cc2Oc2c1cccc2)c1ccc(o1)/C=C(/C(=O)O)\C#N,phenoxazine
452,CCCCN1c2ccc(cc2Oc2c1cccc2)c1ccc(s1)/C=C(/C(=O)O)\C#N,phenoxazine
453,CCCCN1c2ccc(cc2Oc2c1ccc(c2)c1ccc(o1)/C=C(/C(=O)O)\CN)c1ccc(cc1)OCC,phenoxazine
454,CCCCN1c2ccc(cc2Sc2c1cccc2)/C=C/c1ccc(s1)/C=C(/C(=O)O)\C#N,phenothiazine
458,CCCCCCOc1ccc(cc1)N(c1ccc2c(c1)c1ccccc1n2CCCCCC)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(/C(=O)O)\C#N,phenothiazine
459,CCCCCCCCn1c(nc2c1c1ccc(cc1c1c2ccc(c1)OC)OC)c1ccc(cc1)C1=C(C)C2=C(CCCCC)c3n([B-]([N+]2=C1C)(F)F)c(c(c3C)C=C(C(=O)O)C#N)C,bodipy
470,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,phenothiazine
472,CCCCCCN1c2ccc(cc2S(=O)(=O)c2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,phenothiazine
473,CCCCCCN1c2ccc(cc2S(=O)(=O)c2c1ccc(c2)c1ccc(s1)/C=C(\C(=O)O)/C#N)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,"phenothiazine, triphenylamine"
474,CCCCCCN1c2ccc(cc2S(=O)(=O)c2c1ccc(c2)c1sc2c(c1)sc(c2)/C=C(/C(=O)O)\C#N)c1ccc(cc1)N(c1ccc(cc1)OCCCCCC)c1ccc(cc1)OCCCCCC,phenothiazine
475,CCCCCCN1c2ccc(cc2Sc2c1cccc2)C=Cc1ccc(cc1)N(c1ccc(cc1)c1ccc(s1)C=C(C(=O)O)C#N)c1ccccc1,phenothiazine
476,CCCCCCN1c2ccc(cc2Sc2c1cccc2)C=Cc1ccc(s1)c1ccc(s1)C=C(C(=O)O)C#N,phenothiazine
478,CCCCN1c2ccc(cc2Sc2c1cccc2)/C=C(/C(=O)O)\C#N,phenothiazine
486,CCN1c2ccc(cc2Sc2c1cccc2)C=CC(=O)O,phenothiazine
487,CCN1c2ccc(cc2Sc2c1cccc2)C=C(C(=O)O)C#N,phenothiazine
488,N#C/C(=C\c1ccc2c(c1)CCc1c(N2CC)cccc1)/C(=O)O,iminodibenzyl
489,CCCCCCCCn1c(nc2c1c1ccc(cc1c1c2ccc(c1)OC)OC)c1ccc(s1)C1=C(C)C2=C(CCCCC)c3n([B-]([N+]2=C1C)(F)F)c(c(c3C)C=C(C(=O)O)C#N)C,bodipy
490,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C1SC(=S)N(C1=O)CC(=O)O)n1c2ccc(cc2c2c1ccc(c2)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C,phenothiazine
491,CCCCN1c2ccc(cc2Sc2c1ccc(c2)C=C1SC(=S)N(C1=O)CC(=O)O)n1c2ccc(cc2c2c1ccc(c2)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C,phenothiazine
492,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)C=C1SC(=S)N(C1=O)CC(=O)O,phenothiazine
493,CCCCN1c2ccc(cc2Sc2c1ccc(c2)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)C=C1SC(=S)N(C1=O)CC(=O)O,phenothiazine
494,CCCCCCCCc1cc(sc1c1ccc(s1)c1sc(cc1CCCCCCCC)/C=C(/C(=O)O)\C#N)c1cc2cc(n3c2c(c1)sc1c3cccc1)c1ccc(cc1)OCCCCCC,phenothiazine
495,N#C/C(=C\c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N(c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc2c(c1)c1ccc(cc1n2CC)c1ccc(s1)/C=C(/C(=O)O)\C#N)/C(=O)O,"carbazole, triphenylamine"
497,CC1(C)c2cc(ccc2c2c1cccc2)N1c2ccc(cc2Sc2c1ccc(c2)c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccc(s1)C#Cc1cc(cc(c1)c1cccnc1)c1cccnc1,phenothiazine
498,OC(=O)c1cccc(c1)c1cc(C#Cc2ccc(s2)c2ccc3c(c2)Sc2c(N3c3ccc4c(c3)C(C)(C)c3c4cccc3)ccc(c2)c2ccc3c(c2)C(C)(C)c2c3cccc2)cc(c1)c1cccc(c1)C(=O)O,phenothiazine
499,OC(=O)c1ccc(cc1)C#Cc1ccc(s1)c1ccc2c(c1)Sc1c(N2c2ccc3c(c2)C(C)(C)c2c3cccc2)ccc(c1)c1ccc2c(c1)C(C)(C)c1c2cccc1,phenothiazine
501,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(s1)c1ccc(s1)c1ccc(cc1)/C=C(/C(=O)O)\C#N,"phenothiazine, carbazole"
503,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(s1)c1ccc(cc1)/C=C(/C(=O)O)\C#N,"phenothiazine, carbazole"
504,CCCCCCCCN1c2ccc(cc2Sc2c1ccc(c2)n1c2ccc(cc2c2c1ccc(c2)C(C)(C)C)C(C)(C)C)c1ccc(cc1)/C=C(/C(=O)O)\C#N,"phenothiazine, carbazole"
512,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(/C(=O)O)\C#N)N(c1ccc2c(c1)c1ccccc1n2CCCCCC)c1ccc2c(c1)scc2,phenothiazine
514,CCCCCCOc1ccc(cc1)c1cc2c3n1c1ccccc1sc3cc(c2)c1ccc(o1)/C=C(/C(=O)O)\C#N,phenothiazine
515,CCCCCCOc1ccc(cc1)c1cc2c3n1c1ccccc1sc3cc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N,phenothiazine
516,N#C/C(=C\c1ccc(s1)c1ccc(s1)c1ccc2c(c1)C(CC)(CC)c1c2ccc(c1)N1c2ccccc2Sc2c1cccc2)/C(=O)O,phenothiazine
517,CCCCC1(CCCC)c2cc(ccc2c2c1cc(cc2)c1ccc(s1)/C=C(/C(=O)O)\C#N)N1c2ccccc2Sc2c1ccc(c2)C=C1c2ccccc2c2c1cccc2,phenothiazine
518,CCCCCCOc1ccc(cc1)c1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)c1ccc(cc1)c1n(CCCCCC)c(=O)c2c1c(=O)n(c2c1ccc(cc1)C#Cc1sc(c(c1)CCCCCC)/C=C(/C(=O)O)\C#N)CCCCCC,phenothiazine
519,CCCCCC1c2c(C)c(c(n2[B-]([N+]2=C(C(=C(C12)C)c1ccc2c(c1)Sc1c(N2CCC)cccc1)C)(F)F)C)c1ccc(o1)C=C1SC(=S)N(C1=O)CC(=O)O,phenothiazine
520,CCCCCC1c2c(C)c(c(n2[B-]([N+]2=C(C(=C(C12)C)c1ccc2c(c1)Sc1c(N2CCC)cccc1)C)(F)F)C)c1ccc(o1)/C=C(\C(=O)O)/C#N,phenothiazine
521,CCCCCC1c2c(C)c(c(n2[B-]([N+]2=C(C(=C(C12)C)c1ccc2c(c1)Sc1c(N2CCC)cccc1)C)(F)F)C)c1ccc(s1)C=C1SC(=S)N(C1=O)CC(=O)O,phenothiazine
522,CCCCCC1c2c(C)c(c(n2[B-]([N+]2=C(C(=C(C12)C)c1ccc2c(c1)Sc1c(N2CCC)cccc1)C)(F)F)C)c1ccc(s1)/C=C(\C(=O)O)/C#N,phenothiazine
523,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(s1)/C=C(/C(=O)O)\C#N,phenothiazine
524,CCCCCCN1c2ccc(cc2Sc2c1cccc2)c1ccc(s1)/C=C(/C(=O)O)\C#N,phenothiazine
527,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC)N(c1ccc(cc1)c1ccc(s1)c1ccc(s1)/C=C(/C(=O)O)\C#N)c1ccc(cc1)OCCCCCC,phenothiazine
528,CCCCCCN1c2ccc(cc2Sc2c1ccc(c2)/C=C(\C(=O)O)/C#N)C#Cc1ccc(cc1)C#Cc1ccc2c(c1)Sc1c(N2CCCCCC)ccc(c1)/C=C(\C(=O)O)/C#N,phenothiazine
