,Electrolyte,Co-adsorbent,Co-sensitizer,Semiconductor,Molecule keywords
3167,Iodide_Triiodide,cholic acid,None,ZnO,indoline
3169,Iodide_Triiodide,cholic acid,None,ZnO,indoline
3170,Iodide_Triiodide,cholic acid,None,ZnO,indoline
3171,Iodide_Triiodide,CDCA,None,TiO2,squaraine
3173,Iodide_Triiodide,None,None,TiO2,hemicyanine
3175,Iodide_Triiodide,None,None,TiO2,hemicyanine
3186,Iodide_Triiodide,None,None,TiO2,hemicyanine
3191,Iodide_Triiodide,None,None,TiO2,hemicyanine
3197,Iodide_Triiodide,None,None,TiO2,hemicyanine
3198,Iodide_Triiodide,CDCA,None,TiO2,squaraine
3199,Iodide_Triiodide,CDCA,None,TiO2,squaraine
3200,Iodide_Triiodide,CDCA,None,TiO2,squaraine
3203,Iodide_Triiodide,None,None,TiO2,hemicyanine
3204,Iodide_Triiodide,None,None,TiO2,hemicyanine
3205,Iodide_Triiodide,None,None,TiO2,hemicyanine
3208,Iodide_Triiodide,None,None,TiO2,squaraine
3210,Iodide_Triiodide,None,None,TiO2,squaraine
3211,Iodide_Triiodide,CDCA,None,TiO2,squaraine
3213,Iodide_Triiodide,CDCA,None,TiO2,squaraine
3214,Iodide_Triiodide,CDCA,None,TiO2,squaraine
3215,Iodide_Triiodide,CDCA,None,TiO2,squaraine
3216,Iodide_Triiodide,CDCA,None,TiO2,squaraine
3217,Iodide_Triiodide,CDCA,None,TiO2,squaraine
3221,Iodide_Triiodide,CDCA,None,TiO2,squaraine
3223,Iodide_Triiodide,CDCA,None,TiO2,squaraine
3227,Iodide_Triiodide,CDCA,None,TiO2,squaraine
3228,Iodide_Triiodide,CDCA,None,TiO2,squaraine
3230,Iodide_Triiodide,CDCA,None,TiO2,squaraine
3231,Iodide_Triiodide,CDCA,None,TiO2,squaraine
3240,Iodide_Triiodide,None,None,TiO2,coumarin
3245,Iodide_Triiodide,CDCA,None,TiO2,"squaraine, triphenylamine"
3246,Iodide_Triiodide,CDCA,None,TiO2,"squaraine, carbazole"
3252,Iodide_Triiodide,CDCA,None,TiO2,"squaraine, carbazole"
3336,Iodide_Triiodide,None,None,TiO2,porphyrin
3338,Iodide_Triiodide,None,None,TiO2,porphyrin
3377,Iodide_Triiodide,None,None,TiO2,porphyrin
3379,Iodide_Triiodide,None,None,TiO2,porphyrin
3389,Iodide_Triiodide,None,None,TiO2,porphyrin
3425,Iodide_Triiodide,None,None,TiO2,porphyrin
3558,Iodide_Triiodide,None,None,TiO2,porphyrin
3671,Iodide_Triiodide,CDCA,None,TiO2,nickel-porphyrin
3672,Iodide_Triiodide,CDCA,None,TiO2,nickel-porphyrin
3712,Iodide_Triiodide,None,None,TiO2,porphyrin
3720,Iodide_Triiodide,CDCA,None,TiO2,porphyrin
3846,Iodide_Triiodide,None,None,TiO2,carbazole
3847,Iodide_Triiodide,None,None,TiO2,carbazole
3849,Iodide_Triiodide,None,None,TiO2,carbazole
3861,Co(II)_Co(III),None,None,TiO2,carbazole
3863,Co(II)_Co(III),None,None,TiO2,carbazole
3865,Co(II)_Co(III),None,None,TiO2,carbazole
3866,Iodide_Triiodide,None,None,TiO2,carbazole
3867,Iodide_Triiodide,None,None,TiO2,carbazole
3868,Iodide_Triiodide,None,None,TiO2,carbazole
3869,Iodide_Triiodide,None,None,TiO2,carbazole
3870,Iodide_Triiodide,None,None,TiO2,carbazole
3871,Iodide_Triiodide,None,None,TiO2,carbazole
3872,Iodide_Triiodide,None,None,TiO2,carbazole
3873,Iodide_Triiodide,None,None,TiO2,carbazole
3874,Iodide_Triiodide,None,None,TiO2,carbazole
3875,Iodide_Triiodide,None,None,TiO2,carbazole
3876,Iodide_Triiodide,None,None,TiO2,carbazole
3952,Iodide_Triiodide,CDCA,None,TiO2,"coumarin, dimethylfluorene"
3953,Iodide_Triiodide,CDCA,None,TiO2,"coumarin, dimethylfluorene"
3954,Iodide_Triiodide,CDCA,None,TiO2,"coumarin, dimethylfluorene"
3959,Co(II)_Co(III),CDCA,None,TiO2,indoline
3961,Co(II)_Co(III),CDCA,None,TiO2,indoline
3963,Co(II)_Co(III),CDCA,None,TiO2,indoline
3964,Iodide_Triiodide,CDCA,None,ZnO,triphenylamine
3966,Iodide_Triiodide,CDCA,None,ZnO,triphenylamine
3968,Iodide_Triiodide,CDCA,None,TiO2,triphenylamine
3999,Z-50 (Solaronix),CDCA,None,TiO2,"squaraine,indoline"
4001,Z-50 (Solaronix),CDCA,None,TiO2,"squaraine,indoline"
4003,Z-50 (Solaronix),CDCA,None,TiO2,"squaraine,indoline"
4005,Z-50 (Solaronix),CDCA,None,TiO2,"squaraine,indoline"
4007,Z-50 (Solaronix),CDCA,None,TiO2,"squaraine,indoline"
4009,Iodide_Triiodide,CDCA,None,TiO2,phenoxazine
4010,Iodide_Triiodide,CDCA,None,TiO2,phenoxazine
4011,Iodide_Triiodide,CDCA,None,TiO2,phenoxazine
4012,Iodide_Triiodide,CDCA,None,TiO2,phenoxazine
4075,Iodide_Triiodide,None,None,TiO2,hemicyanine
4077,Iodide_Triiodide,None,None,TiO2,cyanine
4094,Iodide_Triiodide,None,None,TiO2,cyanine
4126,Iodide_Triiodide,None,None,TiO2,merocyanine
4128,Iodide_Triiodide,None,None,TiO2,merocyanine
4129,Iodide_Triiodide,None,None,TiO2,merocyanine
4130,Iodide_Triiodide,None,None,TiO2,merocyanine
4131,Iodide_Triiodide,None,None,TiO2,merocyanine
4152,Iodide_Triiodide,None,None,TiO2,merocyanine
4153,Iodide_Triiodide,None,None,TiO2,merocyanine
4176,Iodide_Triiodide,CDCA,None,TiO2,squaraine
4177,Iodide_Triiodide,CDCA,None,TiO2,squaraine
4180,Iodide_Triiodide,None,None,TiO2,"carboxylbenzyl, squarylium, cyanine"
4181,Iodide_Triiodide,None,None,TiO2,"carboxylbenzyl, squarylium, cyanine"
4232,Iodide_Triiodide,CDCA,None,TiO2,pyrrole
4233,Iodide_Triiodide,CDCA,None,TiO2,fluorene
4234,Iodide_Triiodide,None,None,TiO2,pyrrole
4237,Iodide_Triiodide,None,None,TiO2,fluorene
4238,Iodide_Triiodide,CDCA,None,TiO2,perylene
4239,Iodide_Triiodide,CDCA,None,TiO2,perylene
4240,Iodide_Triiodide,None,None,TiO2,carbazole
4241,Iodide_Triiodide,None,None,TiO2,carbazole
4243,Bromide_Tribromide,isooctyltriethoxysilane,None,TiO2,coumarin
4245,Bromide_Tribromide,isooctyltriethoxysilane,None,TiO2,coumarin
4246,Iodide_Triiodide,None,None,TiO2,triphenylamine
4247,Iodide_Triiodide,None,None,TiO2,triphenylamine
4248,Iodide_Triiodide,None,None,TiO2,triphenylamine
4249,Iodide_Triiodide,None,None,TiO2,triphenylamine
4250,Co(II)_Co(III),CDCA,None,TiO2,triphenylamine
4252,Co(II)_Co(III),CDCA,None,TiO2,triphenylamine
4276,Iodide_Triiodide,None,None,TiO2,diethylamine
4310,Iodide_Triiodide,DCA,None,TiO2,methoxyphenyl
4312,Iodide_Triiodide,None,None,TiO2,phenothiazine
4313,Iodide_Triiodide,None,None,TiO2,phenothiazine
4314,Iodide_Triiodide,None,None,TiO2,phenothiazine
4316,Iodide_Triiodide,None,None,TiO2,phenothiazine
4317,Iodide_Triiodide,None,None,TiO2,phenothiazine
4318,Iodide_Triiodide,CDCA,None,TiO2,phenoxazine
4319,Iodide_Triiodide,CDCA,None,TiO2,phenoxazine
4320,Iodide_Triiodide,CDCA,None,TiO2,phenoxazine
4321,Iodide_Triiodide,CDCA,None,TiO2,phenoxazine
4322,Iodide_Triiodide,CDCA,None,TiO2,phenoxazine
4323,Iodide_Triiodide,None,None,TiO2,dimethylaniline
4324,Iodide_Triiodide,CDCA,None,TiO2,phenoxazine
4325,Iodide_Triiodide,CDCA,None,TiO2,phenoxazine
4326,Iodide_Triiodide,CDCA,None,TiO2,phenothiazine
4328,Iodide_Triiodide,CDCA,None,TiO2,phenothiazine
4330,Iodide_Triiodide,CDCA,None,TiO2,phenothiazine
4332,Iodide_Triiodide,None,None,TiO2,phenothiazine
4333,Iodide_Triiodide,None,None,TiO2,phenothiazine
4334,Iodide_Triiodide,None,None,TiO2,phenothiazine
4335,Iodide_Triiodide,None,None,TiO2,phenothiazine
4336,Iodide_Triiodide,None,None,TiO2,"phenothiazine, indole"
4337,Iodide_Triiodide,CDCA,None,TiO2,phenothiazine
4338,Iodide_Triiodide,CDCA,None,TiO2,phenothiazine
4339,Iodide_Triiodide,CDCA,None,TiO2,phenothiazine
4340,Iodide_Triiodide,CDCA,None,TiO2,phenothiazine
4341,Iodide_Triiodide,None,None,TiO2,phenothiazine
4342,Iodide_Triiodide,None,None,TiO2,phenothiazine
4343,Iodide_Triiodide,None,None,TiO2,phenothiazine
4344,Iodide_Triiodide,None,None,TiO2,phenothiazine
4345,Iodide_Triiodide,None,None,TiO2,phenothiazine
4346,Iodide_Triiodide,None,None,TiO2,phenothiazine
4349,Iodide_Triiodide,None,None,TiO2,phenothiazine
4350,Iodide_Triiodide,None,None,TiO2,phenothiazine
4351,Iodide_Triiodide,None,None,TiO2,triphenylamine
4352,Iodide_Triiodide,None,None,TiO2,triphenylamine
4353,Iodide_Triiodide,None,None,TiO2,triphenylamine
4357,Iodide_Triiodide,None,None,TiO2,indoline
4358,Iodide_Triiodide,None,None,TiO2,indoline
4359,Iodide_Triiodide,None,None,TiO2,indoline
4360,Iodide_Triiodide,None,None,TiO2,indoline
4362,Iodide_Triiodide,None,None,TiO2,triphenylamine
4363,Iodide_Triiodide,None,None,TiO2,triphenylamine
4364,Iodide_Triiodide,None,None,TiO2,triphenylamine
4365,Iodide_Triiodide,None,None,TiO2,"triphenylamine,indole"
4366,Iodide_Triiodide,None,None,TiO2,"triphenylamine,indole"
4370,Iodide_Triiodide,None,None,TiO2,indole
4371,Iodide_Triiodide,None,None,TiO2,"triphenylamine,indole"
4372,Iodide_Triiodide,None,None,TiO2,"triphenylamine,indole"
4373,Iodide_Triiodide,CDCA,None,TiO2,"perylene,triphenylamine"
4374,Iodide_Triiodide,CDCA,None,TiO2,"perylene,triphenylamine"
4375,Iodide_Triiodide,CDCA,None,TiO2,"perylene,triphenylamine"
4376,Iodide_Triiodide,CDCA,None,TiO2,"perylene,triphenylamine"
4377,Iodide_Triiodide,CDCA,None,TiO2,"perylene,triphenylamine"
4382,Iodide_Triiodide,CDCA,None,TiO2,phenothiazine
4383,Iodide_Triiodide,CDCA,None,TiO2,phenothiazine
4384,Iodide_Triiodide,CDCA,None,TiO2,phenothiazine
4385,Iodide_Triiodide,CDCA,None,TiO2,phenothiazine
4386,Iodide_Triiodide,CDCA,None,TiO2,phenothiazine
4387,Iodide_Triiodide,CDCA,None,TiO2,phenothiazine
4388,Iodide_Triiodide,CDCA,None,TiO2,phenothiazine
4389,Iodide_Triiodide,CDCA,None,TiO2,phenothiazine
4390,Iodide_Triiodide,CDCA,None,TiO2,phenothiazine
4391,Iodide_Triiodide,CDCA,None,TiO2,phenothiazine
4392,Iodide_Triiodide,CDCA,None,TiO2,phenothiazine
4393,Iodide_Triiodide,None,None,TiO2,coumarin
4394,Iodide_Triiodide,None,None,TiO2,coumarin
4395,Iodide_Triiodide,None,None,TiO2,coumarin
4396,Iodide_Triiodide,None,None,TiO2,coumarin
4398,0.005 M isopropanol solution of H2PtCl6·6H2O,None,None,TiO2,phenothiazine
4399,0.005 M isopropanol solution of H2PtCl6·6H2O,None,None,TiO2,phenothiazine
4400,0.005 M isopropanol solution of H2PtCl6·6H2O,None,None,TiO2,phenothiazine
4402,Iodide_Triiodide,None,None,TiO2,triphenylamine
4403,Iodide_Triiodide,None,None,TiO2,triphenylamine
4404,Iodide_Triiodide,None,None,TiO2,triphenylamine
4405,Iodide_Triiodide,None,None,TiO2,julolidine
4417,Iodide_Triiodide,None,None,TiO2,indoline
4418,Iodide_Triiodide,None,None,TiO2,indoline
4419,Iodide_Triiodide,None,None,TiO2,indoline
4422,Iodide_Triiodide,None,None,TiO2,phenothiazine
4423,Iodide_Triiodide,None,None,TiO2,phenothiazine
4424,Iodide_Triiodide,None,None,TiO2,phenothiazine
4425,Iodide_Triiodide,None,None,TiO2,phenothiazine
